Employee No.,Gender,Education,Education Field,Job Role,Department,Age group,Work Location,Attrition,Attrition Date,Attrition Label,Dynamic Date,Age,Attrition,Avg. Satisfaction Score,Employee Count,Environment Satisfaction,Attrition Count,Job Involvement,Job Satisfaction,Monthly Income,Percent Salary Hike,Performance Rating,Placeholder,Relationship Satisfaction,Work Life Balance
E_486,Female,Bachelor's Degree,Medical,Laboratory Technician,R & D,35-44,Mumbai,No,,Current Employees,,37,0,2.4,1,3,,3,1,3452,20,4,0,2,3
E_487,Female,Master's Degree,Medical,Manufacturing Director,R & D,45-55,Mumbai,No,,Current Employees,,46,0,3.2,1,3,,3,3,5258,14,3,0,3,4
E_488,Male,Bachelor's Degree,Marketing,Sales Executive,Sales,35-44,Mumbai,Yes,4/3/2022,Attrited Employees,4/1/2022,41,1,2.4,1,1,1,3,2,9355,18,3,0,3,3
E_491,Male,Bachelor's Degree,Technical Degree,Healthcare Representative,R & D,45-55,Mumbai,No,,Current Employees,,50,0,3.4,1,4,,2,4,10496,15,3,0,4,3
E_492,Male,Associates Degree,Marketing,Sales Executive,Sales,35-44,Mumbai,Yes,10/27/2021,Attrited Employees,10/1/2021,40,1,2.4,1,3,1,2,3,6380,12,3,0,1,3
E_493,Male,Master's Degree,Life Sciences,Research Scientist,R & D,25-34,Pune,No,,Current Employees,,31,0,2.8,1,3,,2,2,2657,16,3,0,4,3
E_494,Female,Bachelor's Degree,Life Sciences,Sales Representative,Sales,< 25,Mumbai,Yes,12/8/2021,Attrited Employees,12/1/2021,21,1,3.2,1,3,1,4,2,2716,15,3,0,4,3
E_495,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,25-34,Delhi,No,,Current Employees,,29,0,3.6,1,4,,3,4,2201,16,3,0,4,3
E_496,Male,Master's Degree,Life Sciences,Healthcare Representative,R & D,35-44,Banglore,No,,Current Employees,,35,0,2.6,1,3,,2,2,6540,19,3,0,3,3
E_497,Male,Associates Degree,Medical,Laboratory Technician,R & D,25-34,Hydrabad,No,,Current Employees,,27,0,2.8,1,4,,3,2,3816,11,3,0,2,3
E_498,Male,Master's Degree,Life Sciences,Sales Executive,Sales,25-34,Noida,No,,Current Employees,,28,0,3.2,1,2,,3,4,5253,16,3,0,4,3
E_499,Male,Bachelor's Degree,Other,Healthcare Representative,R & D,45-55,Pune,No,,Current Employees,,49,0,2.6,1,2,,2,3,10965,24,4,0,3,3
E_500,Female,Associates Degree,Life Sciences,Sales Executive,Sales,45-55,Mumbai,No,,Current Employees,,51,0,3,1,3,,3,4,4936,11,3,0,3,2
E_501,Female,Bachelor's Degree,Life Sciences,Research Scientist,R & D,35-44,Delhi,No,,Current Employees,,36,0,3,1,4,,3,3,2543,13,3,0,2,3
E_502,Male,Bachelor's Degree,Marketing,Sales Executive,Sales,25-34,Banglore,Yes,11/26/2021,Attrited Employees,11/1/2021,34,1,2.6,1,1,1,4,4,5304,13,3,0,2,2
E_505,Female,Bachelor's Degree,Life Sciences,Manager,R & D,45-55,Hydrabad,No,,Current Employees,,55,0,3.2,1,3,,3,4,16659,13,3,0,3,3
E_507,Female,Master's Degree,Marketing,Sales Executive,Sales,< 25,Noida,No,,Current Employees,,24,0,3.6,1,4,,3,3,4260,12,3,0,4,4
E_508,Male,High School,Technical Degree,Sales Representative,Sales,25-34,Pune,No,,Current Employees,,30,0,2.4,1,3,,3,2,2476,18,3,0,1,3
E_510,Male,High School,Technical Degree,Research Scientist,R & D,25-34,Mumbai,Yes,3/22/2022,Attrited Employees,3/1/2022,26,1,2.6,1,3,1,3,1,3102,22,4,0,3,3
E_511,Female,Bachelor's Degree,Medical,Research Scientist,R & D,< 25,Delhi,No,,Current Employees,,22,0,2.6,1,1,,3,2,2244,13,3,0,4,3
E_513,Male,Associates Degree,Medical,Sales Executive,Sales,35-44,Banglore,No,,Current Employees,,36,0,2.4,1,2,,2,3,7596,13,3,0,2,3
E_514,Male,Bachelor's Degree,Technical Degree,Research Scientist,R & D,25-34,Hydrabad,Yes,3/6/2022,Attrited Employees,3/1/2022,30,1,3.2,1,3,1,3,4,2285,23,4,0,3,3
E_515,Female,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Noida,No,,Current Employees,,37,0,2.6,1,4,,3,1,3034,12,3,0,3,2
E_516,Female,Associates Degree,Marketing,Sales Executive,Sales,35-44,Mumbai,No,,Current Employees,,40,0,3,1,4,,3,2,5715,12,3,0,3,3
E_517,Female,Master's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Mumbai,No,,Current Employees,,42,0,2.2,1,2,,3,1,2576,16,3,0,2,3
E_518,Male,Master's Degree,Life Sciences,Manufacturing Director,R & D,35-44,Mumbai,No,,Current Employees,,37,0,2.8,1,3,,3,2,4197,12,3,0,4,2
E_520,Male,Bachelor's Degree,Life Sciences,Research Director,R & D,35-44,Banglore,No,,Current Employees,,43,0,2.2,1,1,,2,2,14336,11,3,0,3,3
E_521,Female,Bachelor's Degree,Medical,Laboratory Technician,R & D,35-44,Banglore,No,,Current Employees,,40,0,2.4,1,2,,2,3,3448,22,4,0,2,3
E_522,Male,Associates Degree,Medical,Research Director,R & D,45-55,Banglore,No,,Current Employees,,54,0,2,1,1,,3,1,19406,11,3,0,3,2
E_523,Female,Master's Degree,Marketing,Sales Executive,Sales,25-34,Banglore,No,,Current Employees,,34,0,2.6,1,3,,3,3,6538,15,3,0,1,3
E_524,Female,Associates Degree,Medical,Manufacturing Director,R & D,25-34,Banglore,No,,Current Employees,,31,0,1.8,1,2,,3,1,4306,12,3,0,2,1
E_525,Male,Bachelor's Degree,Medical,Laboratory Technician,R & D,35-44,Delhi,No,,Current Employees,,43,0,3,1,4,,3,4,2258,20,4,0,1,3
E_526,Female,Master's Degree,Other,Healthcare Representative,R & D,35-44,Banglore,No,,Current Employees,,43,0,3.2,1,3,,3,3,4522,14,3,0,4,3
E_527,Female,Associates Degree,Life Sciences,Sales Executive,Sales,25-34,Hydrabad,No,,Current Employees,,25,0,2.6,1,2,,2,4,4487,11,3,0,2,3
E_529,Female,Doctoral Degree,Medical,Research Scientist,R & D,35-44,Noida,No,,Current Employees,,37,0,2.4,1,2,,3,3,4449,15,3,0,1,3
E_530,Male,Associates Degree,Life Sciences,Laboratory Technician,R & D,25-34,Pune,No,,Current Employees,,31,0,2.6,1,4,,2,1,2218,12,3,0,3,3
E_531,Male,High School,Life Sciences,Manager,R & D,35-44,Mumbai,No,,Current Employees,,39,0,2.8,1,2,,3,3,19197,14,3,0,3,3
E_532,Female,Bachelor's Degree,Life Sciences,Sales Executive,Sales,> 55,Delhi,No,,Current Employees,,56,0,2.8,1,3,,4,1,13212,11,3,0,4,2
E_533,Female,Bachelor's Degree,Technical Degree,Sales Executive,Sales,25-34,Banglore,No,,Current Employees,,30,0,2.6,1,2,,3,3,6577,11,3,0,2,3
E_534,Male,Bachelor's Degree,Marketing,Sales Executive,Sales,35-44,Hydrabad,No,,Current Employees,,41,0,2.6,1,2,,4,1,8392,16,3,0,3,3
E_536,Male,Associates Degree,Medical,Laboratory Technician,R & D,25-34,Mumbai,No,,Current Employees,,28,0,2.8,1,3,,3,1,4558,12,3,0,4,3
E_538,Male,Bachelor's Degree,Medical,Laboratory Technician,R & D,25-34,Mumbai,Yes,4/22/2022,Attrited Employees,4/1/2022,25,1,2.2,1,1,1,3,1,4031,13,3,0,3,3
E_543,Male,Bachelor's Degree,Medical,Manufacturing Director,R & D,45-55,Mumbai,No,,Current Employees,,52,0,3,1,4,,2,3,7969,14,3,0,3,3
E_544,Male,Associates Degree,Life Sciences,Research Scientist,R & D,45-55,Mumbai,No,,Current Employees,,45,0,2.8,1,1,,3,4,2654,21,4,0,4,2
E_546,Female,Associates Degree,Life Sciences,Manager,R & D,45-55,Banglore,No,,Current Employees,,52,0,3.2,1,4,,3,4,16555,13,3,0,4,1
E_547,Female,Associates Degree,Life Sciences,Research Scientist,R & D,35-44,Hydrabad,No,,Current Employees,,42,0,2.4,1,1,,3,3,4556,11,3,0,2,3
E_548,Female,Bachelor's Degree,Life Sciences,Manufacturing Director,R & D,25-34,Noida,No,,Current Employees,,30,0,2.8,1,3,,1,4,6091,20,4,0,3,3
E_549,Female,Bachelor's Degree,Life Sciences,Manager,R & D,> 55,Pune,No,,Current Employees,,60,0,2,1,1,,3,1,19566,11,3,0,4,1
E_550,Female,Bachelor's Degree,Medical,Manufacturing Director,R & D,45-55,Mumbai,No,,Current Employees,,46,0,2.8,1,3,,3,3,4810,14,3,0,3,2
E_551,Female,Master's Degree,Technical Degree,Healthcare Representative,R & D,35-44,Delhi,No,,Current Employees,,42,0,3.6,1,4,,2,4,4523,11,3,0,4,4
E_554,Female,High School,Technical Degree,Sales Representative,Sales,< 25,Banglore,Yes,4/27/2022,Attrited Employees,4/1/2022,24,1,2.2,1,1,1,3,2,3202,16,3,0,2,3
E_555,Female,Associates Degree,Marketing,Sales Representative,Sales,25-34,Hydrabad,Yes,3/16/2022,Attrited Employees,3/1/2022,34,1,2.8,1,4,1,1,3,2351,16,3,0,4,2
E_556,Male,Associates Degree,Life Sciences,Laboratory Technician,R & D,35-44,Noida,No,,Current Employees,,38,0,3.4,1,4,,3,4,1702,23,4,0,3,3
E_558,Female,Master's Degree,Life Sciences,Manager,Sales,35-44,Pune,No,,Current Employees,,40,0,3.2,1,3,,3,3,18041,14,3,0,4,3
E_560,Female,Bachelor's Degree,Life Sciences,Research Scientist,R & D,25-34,Mumbai,No,,Current Employees,,26,0,2.2,1,1,,3,4,2886,22,4,0,2,1
E_562,Male,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,25-34,Delhi,No,,Current Employees,,30,0,2.8,1,3,,3,4,2097,15,3,0,3,1
E_564,Male,Master's Degree,Medical,Research Director,R & D,25-34,Banglore,No,,Current Employees,,29,0,2.6,1,2,,2,3,11935,18,3,0,3,3
E_565,Female,Doctoral Degree,Technical Degree,Research Scientist,R & D,25-34,Hydrabad,Yes,11/1/2021,Attrited Employees,11/1/2021,29,1,2.6,1,3,1,2,2,2546,16,3,0,2,4
E_566,Male,Associates Degree,Technical Degree,Human Resources,HR,< 25,Noida,Yes,4/11/2022,Attrited Employees,4/1/2022,19,1,2.8,1,1,1,2,4,2564,12,3,0,3,4
E_567,Female,Master's Degree,Other,Sales Executive,Sales,25-34,Pune,No,,Current Employees,,30,0,2.6,1,3,,3,1,8412,11,3,0,3,3
E_568,Male,Bachelor's Degree,Marketing,Manager,Sales,> 55,Mumbai,No,,Current Employees,,57,0,2.4,1,1,,2,4,14118,12,3,0,3,2
E_569,Male,Master's Degree,Life Sciences,Manager,R & D,45-55,Mumbai,No,,Current Employees,,50,0,2.4,1,2,,2,3,17046,15,3,0,2,3
E_571,Female,Bachelor's Degree,Medical,Laboratory Technician,R & D,25-34,Mumbai,No,,Current Employees,,30,0,3,1,3,,3,4,2564,14,3,0,3,2
E_573,Female,Bachelor's Degree,Marketing,Sales Executive,Sales,> 55,Mumbai,No,,Current Employees,,60,0,2.8,1,3,,2,1,10266,19,3,0,4,4
E_574,Female,Associates Degree,Medical,Manufacturing Director,R & D,45-55,Mumbai,No,,Current Employees,,47,0,2.8,1,1,,3,4,5070,13,3,0,3,3
E_575,Male,Bachelor's Degree,Life Sciences,Research Director,R & D,45-55,Pune,No,,Current Employees,,46,0,2.2,1,1,,3,3,17861,13,3,0,3,1
E_577,Male,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Mumbai,No,,Current Employees,,35,0,2.8,1,4,,1,3,4230,15,3,0,3,3
E_578,Female,Master's Degree,Life Sciences,Laboratory Technician,R & D,45-55,Delhi,No,,Current Employees,,54,0,3,1,3,,3,3,3780,11,3,0,3,3
E_579,Male,Master's Degree,Life Sciences,Research Scientist,R & D,25-34,Banglore,No,,Current Employees,,34,0,3,1,4,,2,3,2768,12,3,0,3,3
E_580,Female,Bachelor's Degree,Marketing,Sales Executive,Sales,45-55,Hydrabad,No,,Current Employees,,46,0,3,1,3,,2,4,9071,19,3,0,3,3
E_581,Male,High School,Life Sciences,Manufacturing Director,R & D,25-34,Noida,No,,Current Employees,,31,0,3.2,1,3,,3,2,10648,25,4,0,4,4
E_582,Male,High School,Medical,Manager,R & D,25-34,Pune,Yes,1/28/2022,Attrited Employees,1/1/2022,33,1,3.2,1,2,1,3,3,13610,12,3,0,4,4
E_584,Male,High School,Medical,Laboratory Technician,R & D,25-34,Mumbai,Yes,3/4/2022,Attrited Employees,3/1/2022,33,1,2,1,1,1,1,4,3408,13,3,0,1,3
E_585,Male,High School,Marketing,Sales Representative,Sales,25-34,Delhi,No,,Current Employees,,30,0,2.6,1,4,,3,2,2983,14,3,0,1,3
E_586,Male,Bachelor's Degree,Life Sciences,Healthcare Representative,R & D,35-44,Banglore,No,,Current Employees,,35,0,3.2,1,4,,3,3,7632,12,3,0,3,3
E_587,Male,Bachelor's Degree,Life Sciences,Healthcare Representative,R & D,25-34,Hydrabad,Yes,8/22/2021,Attrited Employees,8/1/2021,31,1,2.2,1,1,1,3,3,9824,12,3,0,1,3
E_590,Female,Bachelor's Degree,Human Resources,Human Resources,HR,25-34,Noida,Yes,5/29/2021,Attrited Employees,5/1/2021,34,1,2.4,1,2,1,3,1,9950,15,3,0,3,3
E_591,Male,Associates Degree,Other,Laboratory Technician,R & D,35-44,Pune,No,,Current Employees,,42,0,3,1,2,,3,3,2093,17,3,0,4,3
E_592,Male,Master's Degree,Medical,Sales Executive,Sales,35-44,Mumbai,No,,Current Employees,,36,0,3,1,2,,3,4,9980,14,3,0,4,2
E_593,Male,High School,Technical Degree,Laboratory Technician,R & D,< 25,Mumbai,Yes,3/6/2022,Attrited Employees,3/1/2022,22,1,2.8,1,3,1,2,3,3894,16,3,0,3,3
E_595,Female,Doctoral Degree,Marketing,Sales Executive,Sales,45-55,Mumbai,No,,Current Employees,,48,0,2.6,1,2,,3,4,4051,14,3,0,1,3
E_597,Female,Doctoral Degree,Life Sciences,Manager,Sales,45-55,Mumbai,No,,Current Employees,,55,0,2.6,1,1,,3,2,16835,23,4,0,4,3
E_599,Male,Associates Degree,Life Sciences,Sales Executive,Sales,35-44,Noida,No,,Current Employees,,41,0,3.6,1,4,,3,4,6230,14,3,0,4,3
E_600,Male,Bachelor's Degree,Marketing,Sales Executive,Sales,35-44,Pune,No,,Current Employees,,35,0,2.8,1,2,,3,3,4717,11,3,0,3,3
E_601,Female,Bachelor's Degree,Life Sciences,Manufacturing Director,R & D,35-44,Mumbai,No,,Current Employees,,40,0,2.8,1,2,,3,3,13237,15,3,0,3,3
E_602,Female,High School,Life Sciences,Laboratory Technician,R & D,35-44,Delhi,No,,Current Employees,,39,0,2.6,1,3,,3,3,3755,11,3,0,1,3
E_604,Male,High School,Life Sciences,Sales Executive,Sales,25-34,Banglore,No,,Current Employees,,31,0,3.2,1,2,,3,4,6582,13,3,0,3,4
E_605,Male,Bachelor's Degree,Medical,Manufacturing Director,R & D,35-44,Hydrabad,No,,Current Employees,,42,0,2.8,1,4,,3,1,7406,21,4,0,4,2
E_606,Male,Bachelor's Degree,Other,Sales Executive,Sales,45-55,Noida,No,,Current Employees,,45,0,3,1,4,,3,2,4805,19,3,0,2,4
E_608,Female,Master's Degree,Life Sciences,Human Resources,HR,25-34,Pune,Yes,9/30/2021,Attrited Employees,9/1/2021,26,1,2.4,1,2,1,3,3,2741,11,3,0,2,2
E_611,Male,Bachelor's Degree,Technical Degree,Manufacturing Director,R & D,25-34,Mumbai,No,,Current Employees,,29,0,3.4,1,4,,3,4,4262,12,3,0,2,4
E_612,Female,Doctoral Degree,Medical,Research Director,R & D,25-34,Delhi,No,,Current Employees,,33,0,2.8,1,1,,4,3,16184,19,3,0,3,3
E_613,Male,Bachelor's Degree,Life Sciences,Manager,Sales,25-34,Banglore,No,,Current Employees,,31,0,2.8,1,3,,2,4,11557,21,4,0,3,2
E_614,Male,Bachelor's Degree,Marketing,Sales Representative,Sales,< 25,Hydrabad,Yes,3/25/2022,Attrited Employees,3/1/2022,18,1,2.8,1,2,1,3,2,1878,14,3,0,4,3
E_615,Male,Bachelor's Degree,Other,Sales Executive,Sales,35-44,Noida,No,,Current Employees,,40,0,2.2,1,3,,1,1,10932,15,3,0,3,3
E_616,Female,Master's Degree,Other,Healthcare Representative,R & D,35-44,Mumbai,No,,Current Employees,,41,0,2,1,1,,2,3,6811,17,3,0,1,3
E_618,Male,Associates Degree,Medical,Sales Executive,Sales,25-34,Mumbai,No,,Current Employees,,26,0,2.2,1,1,,3,3,4306,12,3,0,1,3
E_620,Female,Bachelor's Degree,Medical,Sales Executive,Sales,35-44,Mumbai,No,,Current Employees,,35,0,2.8,1,1,,3,3,4859,16,3,0,4,3
E_621,Male,Master's Degree,Life Sciences,Sales Executive,Sales,25-34,Mumbai,No,,Current Employees,,34,0,3.8,1,4,,4,4,5337,12,3,0,4,3
E_622,Male,Bachelor's Degree,Technical Degree,Laboratory Technician,R & D,25-34,Hydrabad,Yes,11/9/2021,Attrited Employees,11/1/2021,26,1,2.2,1,3,1,1,4,2340,18,3,0,2,1
E_623,Female,Bachelor's Degree,Technical Degree,Manufacturing Director,R & D,35-44,Noida,No,,Current Employees,,37,0,3.4,1,2,,3,4,7491,17,3,0,4,4
E_624,Female,High School,Medical,Healthcare Representative,R & D,45-55,Pune,No,,Current Employees,,46,0,2.6,1,1,,3,3,10527,11,3,0,4,2
E_625,Female,Doctoral Degree,Life Sciences,Manager,Sales,35-44,Mumbai,No,,Current Employees,,41,0,2.2,1,2,,3,1,16595,16,3,0,2,3
E_626,Male,Master's Degree,Medical,Sales Executive,Sales,35-44,Delhi,No,,Current Employees,,37,0,2.6,1,1,,3,2,8834,13,3,0,4,3
E_630,Male,Associates Degree,Technical Degree,Research Scientist,R & D,45-55,Banglore,No,,Current Employees,,52,0,2.6,1,4,,3,1,5577,12,3,0,2,3
E_631,Male,Master's Degree,Other,Sales Executive,Sales,25-34,Hydrabad,Yes,3/22/2022,Attrited Employees,3/1/2022,32,1,3.6,1,4,1,4,3,4707,12,3,0,4,3
E_632,Male,Bachelor's Degree,Medical,Sales Representative,Sales,< 25,Noida,No,,Current Employees,,24,0,3.4,1,4,,3,4,2400,13,3,0,3,3
E_634,Female,Bachelor's Degree,Medical,Healthcare Representative,R & D,35-44,Pune,No,,Current Employees,,38,0,3,1,3,,3,3,9824,19,3,0,3,3
E_635,Female,Master's Degree,Life Sciences,Manufacturing Director,R & D,35-44,Mumbai,No,,Current Employees,,37,0,2.2,1,2,,3,2,6447,12,3,0,2,2
E_638,Male,Master's Degree,Life Sciences,Research Director,R & D,45-55,Delhi,No,,Current Employees,,49,0,3,1,4,,2,3,19502,17,3,0,3,3
E_639,Male,Bachelor's Degree,Medical,Research Scientist,R & D,< 25,Banglore,No,,Current Employees,,24,0,3,1,2,,4,4,2725,11,3,0,2,3
E_641,Male,Associates Degree,Marketing,Sales Executive,Sales,25-34,Hydrabad,No,,Current Employees,,26,0,2.8,1,1,,3,2,6272,20,4,0,4,4
E_643,Male,Associates Degree,Other,Laboratory Technician,R & D,< 25,Noida,No,,Current Employees,,24,0,3,1,4,,2,2,2127,21,4,0,4,3
E_644,Male,Bachelor's Degree,Medical,Manager,HR,45-55,Pune,No,,Current Employees,,50,0,2.4,1,1,,3,2,18200,11,3,0,3,3
E_645,Male,High School,Medical,Sales Representative,Sales,25-34,Mumbai,No,,Current Employees,,25,0,2.8,1,2,,3,3,2096,11,3,0,3,3
E_647,Female,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,< 25,Delhi,Yes,2/7/2022,Attrited Employees,2/1/2022,24,1,2.8,1,1,1,3,3,2886,16,3,0,4,3
E_648,Male,Master's Degree,Life Sciences,Sales Representative,Sales,25-34,Banglore,Yes,12/4/2021,Attrited Employees,12/1/2021,30,1,2.4,1,2,1,2,1,2033,18,3,0,3,4
E_649,Male,Associates Degree,Life Sciences,Research Scientist,R & D,25-34,Hydrabad,No,,Current Employees,,34,0,3,1,2,,2,4,3622,13,3,0,4,3
E_650,Male,Master's Degree,Medical,Sales Executive,Sales,25-34,Noida,Yes,2/11/2022,Attrited Employees,2/1/2022,31,1,2,1,2,1,3,1,4233,17,3,0,3,1
E_652,Male,Associates Degree,Other,Laboratory Technician,R & D,35-44,Pune,No,,Current Employees,,35,0,2.8,1,1,,2,4,3681,14,3,0,4,3
E_653,Male,Master's Degree,Medical,Sales Executive,Sales,25-34,Mumbai,No,,Current Employees,,31,0,3.4,1,1,,4,4,5460,22,4,0,4,4
E_655,Female,Master's Degree,Medical,Research Scientist,R & D,25-34,Delhi,No,,Current Employees,,27,0,2.2,1,1,,2,3,2187,12,3,0,3,2
E_656,Male,Bachelor's Degree,Marketing,Sales Executive,Sales,35-44,Banglore,No,,Current Employees,,37,0,3,1,4,,3,3,9602,11,3,0,3,2
E_657,Female,Bachelor's Degree,Life Sciences,Research Scientist,R & D,< 25,Hydrabad,No,,Current Employees,,20,0,3.2,1,4,,2,2,2836,13,3,0,4,4
E_659,Female,Master's Degree,Life Sciences,Healthcare Representative,R & D,35-44,Noida,No,,Current Employees,,42,0,3,1,3,,3,4,4089,13,3,0,2,3
E_661,Male,Master's Degree,Other,Research Director,R & D,35-44,Pune,No,,Current Employees,,43,0,2.6,1,2,,2,4,16627,14,3,0,3,2
E_662,Female,High School,Life Sciences,Research Scientist,R & D,35-44,Mumbai,No,,Current Employees,,38,0,2.6,1,3,,3,1,2619,17,3,0,4,2
E_663,Male,Doctoral Degree,Medical,Laboratory Technician,R & D,35-44,Delhi,No,,Current Employees,,43,0,3,1,4,,3,3,5679,13,3,0,2,3
E_664,Female,Master's Degree,Life Sciences,Manager,R & D,45-55,Banglore,No,,Current Employees,,48,0,1.8,1,4,,2,1,15402,11,3,0,1,1
E_665,Female,Master's Degree,Life Sciences,Human Resources,HR,35-44,Hydrabad,No,,Current Employees,,44,0,2.4,1,1,,2,3,5985,11,3,0,2,4
E_666,Female,Bachelor's Degree,Technical Degree,Sales Representative,Sales,25-34,Noida,No,,Current Employees,,34,0,3.2,1,3,,3,3,2579,18,3,0,4,3
E_667,Male,High School,Marketing,Sales Representative,Sales,25-34,Pune,Yes,4/25/2022,Attrited Employees,4/1/2022,27,1,2.4,1,3,1,3,1,3041,11,3,0,2,3
E_669,Male,High School,Technical Degree,Sales Representative,Sales,< 25,Mumbai,No,,Current Employees,,21,0,3,1,3,,3,3,3447,11,3,0,3,3
E_671,Male,Master's Degree,Other,Manager,R & D,35-44,Delhi,No,,Current Employees,,44,0,3.2,1,4,,3,4,19513,12,3,0,1,4
E_675,Male,High School,Medical,Research Scientist,R & D,< 25,Banglore,No,,Current Employees,,22,0,2.8,1,1,,3,3,2773,20,4,0,4,3
E_677,Male,Master's Degree,Marketing,Sales Executive,Sales,25-34,Hydrabad,No,,Current Employees,,33,0,3.2,1,3,,3,3,7104,12,3,0,4,3
E_679,Female,Master's Degree,Life Sciences,Research Scientist,R & D,25-34,Noida,No,,Current Employees,,32,0,2.8,1,1,,3,4,6322,12,3,0,4,2
E_680,Female,Bachelor's Degree,Medical,Research Scientist,R & D,25-34,Pune,No,,Current Employees,,30,0,3,1,3,,3,3,2083,20,4,0,3,3
E_682,Female,High School,Medical,Sales Executive,Sales,45-55,Mumbai,No,,Current Employees,,53,0,3.2,1,4,,3,1,8381,20,4,0,4,4
E_683,Male,Doctoral Degree,Life Sciences,Research Scientist,R & D,25-34,Delhi,No,,Current Employees,,34,0,3,1,2,,3,4,2691,12,3,0,4,2
E_684,Female,Master's Degree,Life Sciences,Sales Executive,Sales,45-55,Banglore,Yes,6/5/2021,Attrited Employees,6/1/2021,45,1,2.4,1,1,1,3,1,4286,14,3,0,4,3
E_686,Female,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,25-34,Hydrabad,No,,Current Employees,,26,0,3.2,1,3,,3,4,2659,13,3,0,3,3
E_689,Male,Bachelor's Degree,Other,Manufacturing Director,R & D,35-44,Noida,No,,Current Employees,,37,0,3,1,3,,3,3,9434,15,3,0,3,3
E_690,Female,Associates Degree,Medical,Sales Executive,Sales,25-34,Pune,No,,Current Employees,,29,0,2.2,1,2,,3,3,5561,14,3,0,1,2
E_691,Male,Master's Degree,Life Sciences,Research Scientist,R & D,35-44,Mumbai,No,,Current Employees,,35,0,2.4,1,2,,1,4,6646,13,3,0,2,3
E_692,Male,Bachelor's Degree,Life Sciences,Healthcare Representative,R & D,25-34,Delhi,No,,Current Employees,,33,0,2.8,1,3,,3,4,7725,23,4,0,3,1
E_698,Male,Master's Degree,Medical,Human Resources,HR,45-55,Banglore,No,,Current Employees,,54,0,3,1,3,,3,2,10725,15,3,0,3,4
E_699,Male,Associates Degree,Medical,Manufacturing Director,R & D,35-44,Banglore,No,,Current Employees,,36,0,2.4,1,2,,2,2,8847,11,3,0,3,3
E_700,Male,Master's Degree,Medical,Research Scientist,R & D,25-34,Banglore,No,,Current Employees,,27,0,2.8,1,1,,2,4,2045,13,3,0,4,3
E_701,Male,High School,Medical,Research Scientist,R & D,< 25,Banglore,Yes,3/4/2022,Attrited Employees,3/1/2022,20,1,3.4,1,4,1,3,3,1009,11,3,0,4,3
E_702,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,25-34,Banglore,Yes,3/31/2022,Attrited Employees,3/1/2022,33,1,1.8,1,1,1,3,1,3348,11,3,0,1,3
E_704,Male,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Banglore,No,,Current Employees,,35,0,2.8,1,3,,2,3,1281,18,3,0,3,3
E_705,Male,Bachelor's Degree,Medical,Research Scientist,R & D,< 25,Banglore,No,,Current Employees,,23,0,2.2,1,1,,4,1,2819,16,3,0,1,4
E_707,Male,Bachelor's Degree,Life Sciences,Sales Executive,Sales,25-34,Hydrabad,No,,Current Employees,,25,0,3.2,1,4,,4,2,4851,22,4,0,3,3
E_709,Female,Master's Degree,Marketing,Sales Executive,Sales,35-44,Noida,No,,Current Employees,,38,0,2.8,1,4,,2,4,4028,20,4,0,1,3
E_710,Male,Master's Degree,Life Sciences,Research Scientist,R & D,25-34,Pune,No,,Current Employees,,29,0,2.8,1,2,,1,4,2720,18,3,0,4,3
E_712,Male,High School,Marketing,Sales Executive,Sales,45-55,Mumbai,No,,Current Employees,,48,0,3,1,2,,4,2,8120,12,3,0,4,3
E_714,Female,High School,Medical,Sales Executive,Sales,25-34,Delhi,No,,Current Employees,,27,0,3.4,1,4,,4,4,4647,20,4,0,2,3
E_715,Male,Associates Degree,Life Sciences,Research Scientist,R & D,35-44,Banglore,No,,Current Employees,,37,0,3.2,1,4,,4,4,4680,17,3,0,1,3
E_716,Male,High School,Medical,Laboratory Technician,R & D,45-55,Mumbai,No,,Current Employees,,50,0,3.4,1,4,,4,3,3221,11,3,0,3,3
E_717,Female,Bachelor's Degree,Medical,Healthcare Representative,R & D,25-34,Mumbai,No,,Current Employees,,34,0,2.8,1,4,,2,2,8621,14,3,0,2,4
E_720,Female,Associates Degree,Life Sciences,Sales Executive,Sales,< 25,Mumbai,Yes,4/4/2022,Attrited Employees,4/1/2022,24,1,2.2,1,1,1,3,3,4577,14,3,0,1,3
E_721,Female,Master's Degree,Technical Degree,Healthcare Representative,R & D,35-44,Mumbai,No,,Current Employees,,39,0,2.6,1,4,,2,3,4553,11,3,0,1,3
E_722,Male,Bachelor's Degree,Marketing,Sales Executive,Sales,25-34,Delhi,No,,Current Employees,,32,0,3.4,1,4,,3,4,5396,12,3,0,4,2
E_723,Male,Associates Degree,Technical Degree,Sales Executive,Sales,45-55,Banglore,Yes,1/1/2022,Attrited Employees,1/1/2022,50,1,2.4,1,2,1,3,3,6796,14,3,0,1,3
